net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
-1,2,12,0.1,VI 20,794,0.8,6520,VI 120,131,0.8,1539,0,0.782549207,0,0.627008976,0.59288115,0.75977751,-0.000631443,-0.000100005,0,0,0.612383261,1017,-142.5835014,211.5519446,354.0627643,1123.948734,246688.2598
-1,1,6,0.1,VI 20,681,0.64516129,5644,VI 120,139,1.052631579,2189,-0.146727715,0.690132312,-0.212608093,0.411341244,0.002542253,0.001554087,0.004867935,0.000840814,0.045202201,-0.146727715,0.476282608,994,13.52577822,22.31159483,37.47132325,6.865929837,
-1,1,18,0.1,VI 20,679,0.64516129,5573,VI 120,131,1.052631579,2077,-0.15192942,0.714598479,-0.212608093,0.428652547,0.997844478,0.022629105,#N/A,#N/A,0.045202201,-0.15192942,0.510650986,1029,0.290267187,98.67085332,#N/A,#N/A,
-1,5,6,0.1,VI 45,259,0.533333333,2115,VI 95,224,1.6,3869,-0.030083328,0.063051746,-0.477121255,-0.262288358,115113.9789,746,#N/A,#N/A,0.227644692,-0.030083328,0.003975523,1244,101.699925,746,#N/A,#N/A,
-1,0,0,0.1,VI 20,597,0.533333333,4238,VI 120,143,1.6,2909,-0.296119721,0.620638294,-0.477121255,0.163417231,176.8414542,0.382008991,#N/A,#N/A,0.227644692,-0.296119721,0.385191892,1236,2970432.277,7263009.223,#N/A,#N/A,
-1,3,18,0.1,VI 20,784,1.052631579,6811,VI 120,128,0.64516129,1182,0.167345125,0.787106093,0.212608093,0.760593404,,,,,0.045202201,0.167345125,0.619536002,1058,,,,,
-1,0,24,0.1,VI 20,593,0.533333333,4323,VI 120,143,1.6,2871,-0.2947267,0.617718656,-0.477121255,0.177752043,,,,,0.227644692,-0.2947267,0.381576338,975,,,,,
-1,0,12,0.1,VI 20,615,0.533333333,4640,VI 120,121,1.6,2588,-0.336890425,0.706089745,-0.477121255,0.253553709,,,,,0.227644692,-0.336890425,0.498562729,1010,,,,,
-1,2,0,0.1,VI 20,799,0.8,6569,VI 120,117,0.8,1408,0,0.834360918,0,0.668896607,,,,,0,0,0.696158141,941,,,,,
-1,2,24,0.1,VI 20,790,0.8,6327,VI 120,130,0.8,1593,0,0.783683739,0,0.598982059,,,,,0,0,0.614160203,1176,,,,,
-1,4,24,0.1,VI 20,834,1.6,6854,VI 120,117,0.533333333,850,0.406974978,0.852980189,0.477121255,0.906525174,,,,,0.227644692,0.406974978,0.727575203,1069,,,,,
-1,3,6,0.1,VI 20,811,1.052631579,6648,VI 120,111,0.64516129,1085,0.183629158,0.863697875,0.212608093,0.787261273,,,,,0.045202201,0.183629158,0.74597402,1086,,,,,
-1,5,18,0.1,VI 45,272,0.533333333,2375,VI 95,181,1.6,3561,-0.084398136,0.176890329,-0.477121255,-0.17590836,,,,,0.227644692,-0.084398136,0.031290189,1117,,,,,
-1,4,12,0.1,VI 20,800,1.6,6814,VI 120,137,0.533333333,941,0.365651139,0.76636942,0.477121255,0.859812506,,,,,0.227644692,0.365651139,0.587322088,1132,,,,,
-1,4,0,0.1,VI 20,820,1.6,6699,VI 120,130,0.533333333,996,0.381635217,0.7998705,0.477121255,0.827750639,,,,,0.227644692,0.381635217,0.639792817,1296,,,,,
-1,6,0,0.1,VI 45,288,0.64516129,3413,VI 95,162,1.052631579,2939,-0.053125973,0.249877473,-0.212608093,0.064936702,,,,,0.045202201,-0.053125973,0.062438752,1063,,,,,
-1,0,1,0.1,VI 20,576,0.533333333,4180,VI 120,153,1.6,2962,-0.274693522,0.575731053,-0.477121255,0.149591228,,,,,0.227644692,-0.274693522,0.331466245,1220,,,,,
-1,1,19,0.1,VI 20,698,0.64516129,5742,VI 120,124,1.052631579,2081,-0.159548286,0.750433737,-0.212608093,0.440791108,,,,,0.045202201,-0.159548286,0.563150794,1176,,,,,
-1,1,7,0.1,VI 20,722,0.64516129,5823,VI 120,134,1.052631579,2020,-0.155508447,0.731432399,-0.212608093,0.459795421,,,,,0.045202201,-0.155508447,0.534993355,929,,,,,
-1,0,25,0.1,VI 20,586,0.533333333,4256,VI 120,128,1.6,2615,-0.315228119,0.660687646,-0.477121255,0.211529926,,,,,0.227644692,-0.315228119,0.436508166,1024,,,,,
-1,2,13,0.1,VI 20,785,0.8,6255,VI 120,130,0.8,1580,0,0.780926304,0,0.597570227,,,,,0,0,0.609845893,1160,,,,,
-1,3,19,0.1,VI 20,826,1.052631579,6592,VI 120,105,0.64516129,1090,0.190452363,0.895790748,0.212608093,0.781590701,,,,,0.045202201,0.190452363,0.802441065,1184,,,,,
-1,5,7,0.1,VI 45,285,0.533333333,2596,VI 95,178,1.6,3546,-0.097535445,0.204424858,-0.477121255,-0.135434043,,,,,0.227644692,-0.097535445,0.041789522,1292,,,,,
-1,2,25,0.1,VI 20,766,0.8,6237,VI 120,122,0.8,1506,0,0.797868939,0,0.617150772,,,,,0,0,0.636594844,1048,,,,,
-1,0,13,0.1,VI 20,608,0.533333333,4304,VI 120,150,1.6,2728,-0.290000177,0.60781232,-0.477121255,0.198027897,,,,,0.227644692,-0.290000177,0.369435817,1207,,,,,
-1,2,1,0.1,VI 20,801,0.8,6512,VI 120,136,0.8,1632,0,0.770093608,0,0.600994237,,,,,0,0,0.593044165,1153,,,,,
-1,4,25,0.1,VI 20,815,1.6,6682,VI 120,113,0.533333333,809,0.409407808,0.858079165,0.477121255,0.91695795,,,,,0.227644692,0.409407808,0.736299854,1014,,,,,
-1,3,7,0.1,VI 20,794,1.052631579,6633,VI 120,135,0.64516129,1287,0.163599107,0.769486734,0.212608093,0.71213145,,,,,0.045202201,0.163599107,0.592109834,1216,,,,,
-1,4,13,0.1,VI 20,789,1.6,6616,VI 120,128,0.533333333,996,0.37686235,0.789867034,0.477121255,0.822336158,,,,,0.227644692,0.37686235,0.623889931,1293,,,,,
-1,5,19,0.1,VI 45,258,0.533333333,2371,VI 95,187,1.6,3625,-0.066691102,0.139778099,-0.477121255,-0.184376457,,,,,0.227644692,-0.066691102,0.019537917,1302,,,,,
-1,6,1,0.1,VI 45,344,0.64516129,3807,VI 95,169,1.052631579,2916,-0.06562611,0.308671738,-0.212608093,0.115795357,,,,,0.045202201,-0.06562611,0.095278242,1086,,,,,
-1,4,1,0.1,VI 20,809,1.6,6784,VI 120,118,0.533333333,976,0.398905104,0.836066514,0.477121255,0.842036022,,,,,0.227644692,0.398905104,0.699007216,1308,,,,,
-1,0,2,0.1,VI 20,640,0.533333333,4722,VI 120,117,1.6,2456,-0.352112677,0.737994112,-0.477121255,0.28389762,,,,,0.227644692,-0.352112677,0.54463531,1136,,,,,
-1,0,26,0.1,VI 20,579,0.533333333,4236,VI 120,128,1.6,2626,-0.312737998,0.655468594,-0.477121255,0.20766123,,,,,0.227644692,-0.312737998,0.429639078,1137,,,,,
-1,1,8,0.1,VI 20,704,0.64516129,5736,VI 120,131,1.052631579,1992,-0.15526798,0.730301363,-0.212608093,0.459319809,,,,,0.045202201,-0.15526798,0.533340082,993,,,,,
-1,5,8,0.1,VI 45,259,0.533333333,2349,VI 95,182,1.6,3805,-0.073108515,0.153228376,-0.477121255,-0.209471644,,,,,0.227644692,-0.073108515,0.023478935,1267,,,,,
-1,2,14,0.1,VI 20,772,0.8,6467,VI 120,100,0.8,1328,0,0.8876173,0,0.687504786,,,,,0,0,0.787864472,1086,,,,,
-1,1,20,0.1,VI 20,734,0.64516129,5932,VI 120,125,1.052631579,1892,-0.163450135,0.768786047,-0.212608093,0.49628001,,,,,0.045202201,-0.163450135,0.591031986,768,,,,,
-1,0,14,0.1,VI 20,620,0.533333333,4492,VI 120,133,1.6,2642,-0.318974667,0.668540049,-0.477121255,0.230506934,,,,,0.227644692,-0.318974667,0.446945796,1097,,,,,
-1,2,2,0.1,VI 20,779,0.8,6490,VI 120,113,0.8,1410,0,0.838459014,0,0.663025584,,,,,0,0,0.703013518,1036,,,,,
-1,4,26,0.1,VI 20,835,1.6,6804,VI 120,113,0.533333333,856,0.414431354,0.868608032,0.477121255,0.90029054,,,,,0.227644692,0.414431354,0.754479913,1109,,,,,
-1,3,20,0.1,VI 20,812,1.052631579,6744,VI 120,111,0.64516129,1080,0.183742941,0.86423305,0.212608093,0.795493806,,,,,0.045202201,0.183742941,0.746898765,1035,,,,,
-1,2,26,0.1,VI 20,777,0.8,6275,VI 120,128,0.8,1635,0,0.783211049,0,0.584095973,,,,,0,0,0.613419548,1298,,,,,
-1,3,8,0.1,VI 20,771,1.052631579,6456,VI 120,114,0.64516129,1173,0.176496508,0.830149527,0.212608093,0.74066551,,,,,0.045202201,0.176496508,0.689148237,1194,,,,,
-1,5,20,0.1,VI 45,268,0.533333333,2356,VI 95,173,1.6,3384,-0.090695355,0.190088691,-0.477121255,-0.157255068,,,,,0.227644692,-0.090695355,0.03613371,1097,,,,,
-1,6,2,0.1,VI 45,294,0.64516129,3435,VI 95,163,1.052631579,2965,-0.054461631,0.256159726,-0.212608093,0.063902044,,,,,0.045202201,-0.054461631,0.065617805,1036,,,,,
-1,4,14,0.1,VI 20,812,1.6,6756,VI 120,112,0.533333333,793,0.410485549,0.860338007,0.477121255,0.930416454,,,,,0.227644692,0.410485549,0.740181486,978,,,,,
-1,4,2,0.1,VI 20,829,1.6,6837,VI 120,122,0.533333333,997,0.397057779,0.8321947,0.477121255,0.836170422,,,,,0.227644692,0.397057779,0.692548019,1322,,,,,
-1,0,3,0.1,VI 20,597,0.533333333,4343,VI 120,138,1.6,2807,-0.303494561,0.636095245,-0.477121255,0.189547417,,,,,0.227644692,-0.303494561,0.40461716,1122,,,,,
-1,0,27,0.1,VI 20,617,0.533333333,4397,VI 120,134,1.6,2681,-0.316417448,0.663180366,-0.477121255,0.214859652,,,,,0.227644692,-0.316417448,0.439808197,1023,,,,,
-1,2,15,0.1,VI 20,774,0.8,6415,VI 120,114,0.8,1456,0,0.831836109,0,0.644035286,,,,,0,0,0.691951313,1062,,,,,
