net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
3,15,0,0.1,VI 95,153,0.533333333,903,VI 45,253,1.6,732,0.104217162,-0.21842909,-0.477121255,0.091176669,-0.018534342,-0.005467819,0.137834154,0.01102899,0.227644692,0.104217162,0.047711268,633,-41.03252439,,,,0
3,11,0,0.1,VI 70,205,0.64516129,832,VI 70,204,1.052631579,708,-0.000451514,0.002123694,-0.212608093,0.070090069,0.035303689,0.034233113,0.105208964,0.011666139,0.045202201,-0.000451514,4.51E-06,554,,,,,
3,12,0,0.1,VI 70,206,0.8,782,VI 70,187,0.8,889,0,0.042025614,0,-0.055695008,0.088168449,0.05827666,#N/A,#N/A,0,0,0.001766152,655,,,,,
3,10,0,0.1,VI 70,212,0.533333333,750,VI 70,186,1.6,755,-0.027111421,0.056822917,-0.477121255,-0.002885688,0.676856533,21,#N/A,#N/A,0.227644692,-0.027111421,0.003228844,547,,,,,
3,8,0,0.1,VI 45,249,1.052631579,676,VI 95,168,0.64516129,812,0.036332611,0.170890065,0.212608093,-0.079609333,0.006896158,0.071319552,#N/A,#N/A,0.045202201,0.036332611,0.029203414,561,,,,,
3,13,0,0.1,VI 70,189,1.052631579,696,VI 70,213,0.64516129,840,-0.011038144,-0.051917799,0.212608093,-0.081670046,,,,,0.045202201,-0.011038144,0.002695458,601,,,,,
3,6,0,0.1,VI 45,264,0.64516129,745,VI 95,152,1.052631579,786,-0.050974988,0.239760339,-0.212608093,-0.023266273,,,,,0.045202201,-0.050974988,0.05748502,616,,,,,
3,14,0,0.1,VI 70,208,1.6,816,VI 70,204,0.533333333,806,0.004023643,0.008433168,0.477121255,0.005355117,,,,,0.227644692,0.004023643,7.11E-05,617,,,,,
3,7,0,0.1,VI 45,251,0.8,726,VI 95,174,0.8,778,0,0.159124473,0,-0.030042976,,,,,0,0,0.025320598,584,,,,,
3,9,0,0.1,VI 45,258,1.6,814,VI 95,158,0.533333333,754,0.101608992,0.212962619,0.477121255,0.033253059,,,,,0.227644692,0.101608992,0.045353077,580,,,,,
3,5,0,0.1,VI 45,293,0.533333333,924,VI 95,169,1.6,709,-0.114022874,0.238980916,-0.477121255,0.115025736,,,,,0.227644692,-0.114022874,0.057111878,620,,,,,
3,3,0,0.1,VI 20,389,1.052631579,824,VI 120,125,0.64516129,790,0.104824207,0.493039588,0.212608093,0.01830012,,,,,0.045202201,0.104824207,0.243088036,577,,,,,
3,0,0,0.1,VI 20,400,0.533333333,742,VI 120,133,1.6,827,-0.228163368,0.47820835,-0.477121255,-0.047101604,,,,,0.227644692,-0.228163368,0.228683226,628,,,,,
3,1,0,0.1,VI 20,411,0.64516129,724,VI 120,134,1.052631579,775,-0.10348423,0.486737024,-0.212608093,-0.029563136,,,,,0.045202201,-0.10348423,0.23691293,591,,,,,
3,4,0,0.1,VI 20,401,1.6,853,VI 120,148,0.533333333,682,0.206537517,0.432882657,0.477121255,0.097164657,,,,,0.227644692,0.206537517,0.187387395,558,,,,,
3,2,0,0.1,VI 20,431,0.8,835,VI 120,139,0.8,831,0,0.49146247,0,0.002085452,,,,,0,0,0.241535359,657,,,,,
3,18,0,0.1,VI 95,162,1.052631579,824,VI 45,272,0.64516129,732,-0.047848278,-0.225053889,0.212608093,0.051416131,,,,,0.045202201,-0.047848278,0.050649253,587,,,,,
3,17,0,0.1,VI 95,151,0.8,920,VI 45,260,0.8,718,0,-0.235996401,0,0.107663383,,,,,0,0,0.055694301,640,,,,,
3,16,0,0.1,VI 95,166,0.64516129,838,VI 45,274,1.052631579,747,0.046272551,-0.217642475,-0.212608093,0.049923417,,,,,0.045202201,0.046272551,0.047368247,614,,,,,
3,19,0,0.1,VI 95,169,1.6,807,VI 45,282,0.533333333,758,-0.106093829,-0.222362404,0.477121255,0.027204329,,,,,0.227644692,-0.106093829,0.049445039,587,,,,,
3,20,0,0.1,VI 120,128,0.533333333,791,VI 20,388,1.6,748,0.229791976,-0.481621756,-0.477121255,0.024274886,,,,,0.227644692,0.229791976,0.231959516,538,,,,,
3,21,0,0.1,VI 120,125,0.64516129,737,VI 20,419,1.052631579,790,0.111683884,-0.52530401,-0.212608093,-0.030159603,,,,,0.045202201,0.111683884,0.275944303,554,,,,,
3,23,0,0.1,VI 120,119,1.052631579,808,VI 20,413,0.64516129,756,-0.11489407,-0.54040309,0.212608093,0.028889565,,,,,0.045202201,-0.11489407,0.2920355,596,,,,,
3,22,0,0.1,VI 120,138,0.8,768,VI 20,426,0.8,830,0,-0.489530513,0,-0.033716872,,,,,0,0,0.239640123,570,,,,,
3,24,0,0.1,VI 120,137,1.6,770,VI 20,437,0.533333333,854,-0.240355018,-0.50376087,0.477121255,-0.044967146,,,,,0.227644692,-0.240355018,0.253775014,625,,,,,
