net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
3,8,0,0.1,VI 24,474,1.0,3375,VI 60,164,1.0,1390,0.0,0.46093449362638717,0.0,0.38525897691294864,"=LINEST(P2:P12,M2:O12,TRUE,TRUE)",,,,0.0,0.0,0.21246060741461395,374,"=LINEST(X2:X12,U2:W12,TRUE,TRUE)",,,,=Z2^2 - 4 * Y2 * AA2
3,1,0,0.1,VI 40,199,1.0,1371,VI 30,414,1.0,3193,-0.0,-0.31814726471119226,0.0,-0.36716146374993225,,,,,0.0,-0.0,0.10121768204321344,352,,,,,
3,0,0,0.1,VI 34.3,287,1.0,2055,VI 34.3,336,1.0,2690,-0.0,-0.06845738065585175,0.0,-0.11694045379031999,,,,,0.0,-0.0,0.004686412966260185,328,,,,,
3,6,0,0.1,VI 30,357,1.0,2482,VI 40,319,1.0,2473,0.0,0.04887753305501205,0.0,0.0015776608014137197,,,,,0.0,0.0,0.0023890132375437956,383,,,,,
3,7,0,0.1,VI 26.7,523,1.0,4039,VI 48,137,1.0,1150,0.0,0.5817811217108675,0.0,0.5455760128163766,,,,,0.0,0.0,0.3384692735791552,253,,,,,
3,2,0,0.1,VI 48,163,1.0,1269,VI 26.7,524,1.0,3814,-0.0,-0.5071436825797688,0.0,-0.47791906661528205,,,,,0.0,-0.0,0.2571947147805693,303,,,,,
3,3,0,0.1,VI 60,135,1.0,1020,VI 24,581,1.0,4349,-0.0,-0.6338423638953247,0.0,-0.6297892359034184,,,,,0.0,-0.0,0.40175614226841316,257,,,,,
3,10,0,0.1,VI 20,750,1.0,5450,VI 120,57,1.0,322,0.0,1.1191864077192086,0.0,1.2285406305808115,,,,,0.0,0.0,1.2525782152234266,208,,,,,
3,4,0,0.1,VI 80,60,1.0,164,VI 21.8,773,1.0,5524,-0.0,-1.1100282435346813,0.0,-1.5274098218588958,,,,,0.0,-0.0,1.2321627014446899,200,,,,,
3,9,0,0.1,VI 21.8,737,1.0,5323,VI 80,70,1.0,309,0.0,1.0223694478447947,0.0,1.2361979867479203,,,,,0.0,0.0,1.0452392878864702,234,,,,,
3,5,0,0.1,VI 120,45,1.0,119,VI 20,919,1.0,6272,-0.0,-1.3101029976107677,0.0,-1.7218590882838514,,,,,0.0,-0.0,1.716369864348719,152,,,,,
