net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
3,5,6,0.1,VI 45,193,0.533333333,977,VI 95,130,1.6,1995,-0.081880666,0.171613957,-0.477121255,-0.310048336,0.862824117,0.865418381,-0.052124752,-0.000774676,0.227644692,-0.081880666,0.02945135,335,-159.159992,-26.18208618,-136.9675408,377.4482178,-86513.50914
3,6,0,0.1,VI 45,203,0.64516129,1041,VI 95,143,1.052631579,1800,-0.032350448,0.15216,-0.212608093,-0.237821776,0.017967115,0.009764182,0.02871214,0.005920784,0.045202201,-0.032350448,0.023152666,374,6.235596259,14.43352991,22.61217815,3.816944428,
3,5,2,0.1,VI 45,217,0.533333333,1103,VI 95,155,1.6,2027,-0.069720792,0.146128036,-0.477121255,-0.264278236,0.982627394,0.089635997,#N/A,#N/A,0.227644692,-0.069720792,0.021353403,333,0.839186429,33.36916519,#N/A,#N/A,
3,0,8,0.1,VI 20,351,0.533333333,1658,VI 120,112,1.6,1504,-0.236694651,0.496089094,-0.477121255,0.04233669,4638.074908,246,#N/A,#N/A,0.227644692,-0.236694651,0.246104389,362,427.9072148,246,#N/A,#N/A,
3,0,4,0.1,VI 20,376,0.533333333,1684,VI 120,101,1.6,1375,-0.272372527,0.570866471,-0.477121255,0.088039389,111.7953954,1.976514525,#N/A,#N/A,0.227644692,-0.272372527,0.325888528,360,1429425.572,273921.2916,#N/A,#N/A,
3,0,0,0.1,VI 20,418,0.533333333,1897,VI 120,99,1.6,1150,-0.298458948,0.625541087,-0.477121255,0.217369491,,,,,0.227644692,-0.298458948,0.391301652,308,,,,,
3,1,6,0.1,VI 20,444,0.64516129,2266,VI 120,104,1.052631579,1099,-0.134017433,0.630349631,-0.212608093,0.314262213,,,,,0.045202201,-0.134017433,0.397340657,314,,,,,
3,3,2,0.1,VI 20,482,1.052631579,3243,VI 120,75,0.64516129,634,0.171784315,0.807985775,0.212608093,0.708857691,,,,,0.045202201,0.171784315,0.652841012,227,,,,,
3,1,2,0.1,VI 20,465,0.64516129,2332,VI 120,98,1.052631579,982,-0.143771307,0.676226877,-0.212608093,0.375617058,,,,,0.045202201,-0.143771307,0.457282789,271,,,,,
3,2,8,0.1,VI 20,566,0.8,3221,VI 120,71,0.8,613,0,0.901558082,0,0.72053025,,,,,0,0,0.812806976,264,,,,,
3,2,0,0.1,VI 20,561,0.8,3047,VI 120,90,0.8,695,0,0.794720352,0,0.64188765,,,,,0,0,0.631580438,239,,,,,
3,2,4,0.1,VI 20,580,0.8,3595,VI 120,74,0.8,557,0,0.894196274,0,0.8098437,,,,,0,0,0.799586976,214,,,,,
3,3,6,0.1,VI 20,640,1.052631579,4285,VI 120,64,0.64516129,324,0.212608093,1,0.212608093,1.121405816,,,,,0.045202201,0.212608093,1,234,,,,,
3,4,0,0.1,VI 20,690,1.6,5532,VI 120,51,0.533333333,280,0.539757215,1.131278915,0.477121255,1.29572414,,,,,0.227644692,0.539757215,1.279791983,144,,,,,
3,4,4,0.1,VI 20,691,1.6,5431,VI 120,54,0.533333333,249,0.528213444,1.107084288,0.477121255,1.338680456,,,,,0.227644692,0.528213444,1.22563562,146,,,,,
3,4,8,0.1,VI 20,721,1.6,5834,VI 120,42,0.533333333,177,0.589094921,1.234685974,0.477121255,1.517993158,,,,,0.227644692,0.589094921,1.524449455,120,,,,,
3,5,7,0.1,VI 45,151,0.533333333,819,VI 95,153,1.6,1899,0.002726502,-0.005714484,-0.477121255,-0.365241063,,,,,0.227644692,0.002726502,3.27E-05,369,,,,,
3,5,3,0.1,VI 45,185,0.533333333,1004,VI 95,140,1.6,1947,-0.057752519,0.121043693,-0.477121255,-0.287632239,,,,,0.227644692,-0.057752519,0.014651576,360,,,,,
3,6,1,0.1,VI 45,232,0.64516129,1282,VI 95,129,1.052631579,1578,-0.054193436,0.254898275,-0.212608093,-0.090218974,,,,,0.045202201,-0.054193436,0.06497313,482,,,,,
