net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
-1,2,4,0.1,VI 20,767,0.8,6037,VI 120,147,0.8,1582,0,0.717478029,0,0.581614697,0.630858091,0.760302501,0.003087785,0.001021482,0,0,0.514774722,1216,-81.17137308,31.01792187,233.5588825,1245.706731,76795.29223
-1,4,4,0.1,VI 20,811,1.6,6218,VI 120,131,0.533333333,826,0.377760543,0.791749559,0.477121255,0.87667067,0.004928403,0.003145424,0.009803699,0.001628885,0.227644692,0.377760543,0.626867363,1117,20.66128149,32.01736115,53.0716104,9.720206106,
-1,0,0,0.1,VI 20,605,0.533333333,4080,VI 120,146,1.6,2816,-0.294575864,0.617402519,-0.477121255,0.161027513,0.997068723,0.025548259,#N/A,#N/A,0.227644692,-0.294575864,0.38118587,1279,0.135875588,81.57002145,#N/A,#N/A,
-1,2,8,0.1,VI 20,773,0.8,6017,VI 120,128,0.8,1444,0,0.780969524,0,0.619812818,27892.15183,246,#N/A,#N/A,0,0,0.609913398,1214,12.89374315,246,#N/A,#N/A,
-1,2,0,0.1,VI 20,751,0.8,6192,VI 120,115,0.8,1377,0,0.814942097,0,0.652897007,54.61675356,0.160567525,#N/A,#N/A,0,0,0.664130621,1163,257372.074,1636802.426,#N/A,#N/A,
-1,4,8,0.1,VI 20,796,1.6,6308,VI 120,133,0.533333333,894,0.370752523,0.777061427,0.477121255,0.848554166,,,,,0.227644692,0.370752523,0.603824461,1204,,,,,
-1,1,6,0.1,VI 20,756,0.64516129,5761,VI 120,103,1.052631579,1684,-0.184051546,0.865684571,-0.212608093,0.534155788,,,,,0.045202201,-0.184051546,0.749409776,1250,,,,,
-1,1,2,0.1,VI 20,751,0.64516129,5602,VI 120,121,1.052631579,1821,-0.168567297,0.792854567,-0.212608093,0.488033159,,,,,0.045202201,-0.168567297,0.628618364,1088,,,,,
-1,3,2,0.1,VI 20,826,1.052631579,6356,VI 120,132,0.64516129,1114,0.169322386,0.796406116,0.212608093,0.756298698,,,,,0.045202201,0.169322386,0.634262702,1177,,,,,
-1,5,6,0.1,VI 45,289,0.533333333,2454,VI 95,183,1.6,3638,-0.094683164,0.198446753,-0.477121255,-0.170988136,,,,,0.227644692,-0.094683164,0.039381114,1179,,,,,
-1,6,0,0.1,VI 45,294,0.64516129,3408,VI 95,154,1.052631579,2898,-0.05970601,0.28082661,-0.212608093,0.070401205,,,,,0.045202201,-0.05970601,0.078863585,1030,,,,,
-1,0,8,0.1,VI 20,648,0.533333333,4207,VI 120,149,1.6,2777,-0.304588835,0.638388737,-0.477121255,0.180396632,,,,,0.227644692,-0.304588835,0.40754018,1196,,,,,
-1,4,0,0.1,VI 20,825,1.6,6378,VI 120,137,0.533333333,935,0.372027369,0.779733381,0.477121255,0.833872904,,,,,0.227644692,0.372027369,0.607984146,1238,,,,,
-1,3,6,0.1,VI 20,792,1.052631579,6160,VI 120,122,0.64516129,1088,0.172715448,0.812365351,0.212608093,0.752951817,,,,,0.045202201,0.172715448,0.659937463,1201,,,,,
-1,5,2,0.1,VI 45,305,0.533333333,2638,VI 95,208,1.6,3810,-0.07931497,0.166236504,-0.477121255,-0.159650184,,,,,0.227644692,-0.07931497,0.027634575,1197,,,,,
-1,0,4,0.1,VI 20,572,0.533333333,3990,VI 120,150,1.6,2940,-0.277352861,0.58130477,-0.477121255,0.132625565,,,,,0.227644692,-0.277352861,0.337915235,1196,,,,,
-1,4,5,0.1,VI 20,849,1.6,6450,VI 120,135,0.533333333,864,0.381016592,0.798573922,0.477121255,0.873045972,,,,,0.227644692,0.381016592,0.637720308,1147,,,,,
-1,0,1,0.1,VI 20,635,0.533333333,4317,VI 120,131,1.6,2667,-0.327067779,0.68550243,-0.477121255,0.209159033,,,,,0.227644692,-0.327067779,0.469913581,1250,,,,,
-1,2,1,0.1,VI 20,812,0.8,6216,VI 120,123,0.8,1433,0,0.819650918,0,0.637264815,,,,,0,0,0.671827627,1307,,,,,
-1,3,3,0.1,VI 20,784,1.052631579,6396,VI 120,115,0.64516129,1088,0.17723398,0.833618222,0.212608093,0.76927956,,,,,0.045202201,0.17723398,0.694919341,1200,,,,,
-1,1,7,0.1,VI 20,740,0.64516129,5597,VI 120,118,1.052631579,1833,-0.169523002,0.797349712,-0.212608093,0.484792842,,,,,0.045202201,-0.169523002,0.635766564,1187,,,,,
-1,3,7,0.1,VI 20,805,1.052631579,6369,VI 120,124,0.64516129,1134,0.172717328,0.812374195,0.212608093,0.749458194,,,,,0.045202201,0.172717328,0.659951833,1228,,,,,
-1,2,9,0.1,VI 20,763,0.8,6085,VI 120,134,0.8,1517,0,0.75541974,0,0.603275002,,,,,0,0,0.570658983,1272,,,,,
-1,5,7,0.1,VI 45,319,0.533333333,2610,VI 95,201,1.6,3770,-0.095707959,0.200594626,-0.477121255,-0.159700843,,,,,0.227644692,-0.095707959,0.040238204,1395,,,,,
-1,0,9,0.1,VI 20,633,0.533333333,4389,VI 120,132,1.6,2613,-0.324838358,0.680829779,-0.477121255,0.225226171,,,,,0.227644692,-0.324838358,0.463529188,1070,,,,,
-1,6,1,0.1,VI 45,321,0.64516129,3548,VI 95,192,1.052631579,3184,-0.047454935,0.223203804,-0.212608093,0.047010552,,,,,0.045202201,-0.047454935,0.049819938,1230,,,,,
-1,2,5,0.1,VI 20,794,0.8,6145,VI 120,116,0.8,1396,0,0.835362513,0,0.643636469,,,,,0,0,0.697830528,1204,,,,,
-1,5,3,0.1,VI 45,321,0.533333333,2598,VI 95,196,1.6,3776,-0.102222733,0.214248961,-0.477121255,-0.162392839,,,,,0.227644692,-0.102222733,0.045902617,1292,,,,,
-1,1,3,0.1,VI 20,736,0.64516129,5412,VI 120,149,1.052631579,2112,-0.147484437,0.693691546,-0.212608093,0.408663874,,,,,0.045202201,-0.147484437,0.481207961,1290,,,,,
-1,4,9,0.1,VI 20,829,1.6,6470,VI 120,109,0.533333333,841,0.420404912,0.881128033,0.477121255,0.886108285,,,,,0.227644692,0.420404912,0.77638661,1186,,,,,
-1,0,5,0.1,VI 20,580,0.533333333,3908,VI 120,153,1.6,2995,-0.276127515,0.578736563,-0.477121255,0.115557728,,,,,0.227644692,-0.276127515,0.334936009,1193,,,,,
-1,4,1,0.1,VI 20,730,1.6,6071,VI 120,144,0.533333333,956,0.336351575,0.704960368,0.477121255,0.802802341,,,,,0.227644692,0.336351575,0.49696912,1209,,,,,
-1,4,6,0.1,VI 20,757,1.6,6315,VI 120,132,0.533333333,948,0.361906944,0.758521948,0.477121255,0.823565018,,,,,0.227644692,0.361906944,0.575355546,1240,,,,,
-1,0,2,0.1,VI 20,640,0.533333333,4160,VI 120,159,1.6,2862,-0.288554752,0.60478285,-0.477121255,0.162423701,,,,,0.227644692,-0.288554752,0.365762295,1323,,,,,
-1,2,2,0.1,VI 20,794,0.8,6080,VI 120,134,0.8,1525,0,0.772715704,0,0.600633736,,,,,0,0,0.597089559,1381,,,,,
-1,1,8,0.1,VI 20,748,0.64516129,5555,VI 120,133,1.052631579,1949,-0.159466691,0.750049957,-0.212608093,0.454872224,,,,,0.045202201,-0.159466691,0.562574938,1194,,,,,
-1,3,4,0.1,VI 20,759,1.052631579,6229,VI 120,115,0.64516129,1132,0.174241673,0.819543936,0.212608093,0.740571904,,,,,0.045202201,0.174241673,0.671652262,1256,,,,,
-1,5,8,0.1,VI 45,281,0.533333333,2364,VI 95,173,1.6,3451,-0.100510467,0.210660217,-0.477121255,-0.164297487,,,,,0.227644692,-0.100510467,0.044377727,1335,,,,,
-1,3,8,0.1,VI 20,800,1.052631579,6174,VI 120,152,0.64516129,1204,0.153342821,0.721246399,0.212608093,0.709940138,,,,,0.045202201,0.153342821,0.520196368,1265,,,,,
-1,3,0,0.1,VI 20,804,1.052631579,6337,VI 120,140,0.64516129,1175,0.161396759,0.759128013,0.212608093,0.731845841,,,,,0.045202201,0.161396759,0.57627534,1252,,,,,
-1,2,6,0.1,VI 20,764,0.8,6077,VI 120,120,0.8,1436,0,0.803912113,0,0.626534796,,,,,0,0,0.646274685,1273,,,,,
-1,1,0,0.1,VI 20,714,0.64516129,5503,VI 120,138,1.052631579,2013,-0.151763723,0.713819125,-0.212608093,0.436755738,,,,,0.045202201,-0.151763723,0.509537744,1185,,,,,
-1,6,2,0.1,VI 45,339,0.64516129,3628,VI 95,176,1.052631579,3026,-0.060526767,0.28468703,-0.212608093,0.078798355,,,,,0.045202201,-0.060526767,0.081046705,1287,,,,,
-1,5,0,0.1,VI 45,306,0.533333333,2490,VI 95,180,1.6,3498,-0.109952079,0.230448921,-0.477121255,-0.147620458,,,,,0.227644692,-0.109952079,0.053106705,1309,,,,,
