net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
-1,0,12,0.1,VI 34.3,417,1,4244,VI 34.3,366,1,3855,0,0.05665497,0,0.041750993,0,0.801453297,0,8.35152E-05,0,0,0.003209786,976,76.78676956,0,0,1000.441569,0
-1,1,0,0.1,VI 40,322,1,3520,VI 30,397,1,4133,0,-0.090934635,0,-0.069722742,0,0.001493702,0,0.000756304,0,0,0.008269108,988,19.3382556,0,0,6.786369831,
-1,0,24,0.1,VI 34.3,392,1,3921,VI 34.3,342,1,3548,0,0.059259961,0,0.043413231,0.99886891,0.013738839,#N/A,#N/A,0,0,0.003511743,792,0.06489601,84.18449266,#N/A,#N/A,
-1,1,24,0.1,VI 40,375,1,3687,VI 30,408,1,4016,0,-0.036628895,0,-0.037120567,95963.88177,326,#N/A,#N/A,0,0,0.001341676,1075,7.541442679,326,#N/A,#N/A,
-1,2,0,0.1,VI 48,253,1,2613,VI 26.7,579,1,5277,0,-0.359558043,0,-0.305247684,54.34118858,0.061534358,#N/A,#N/A,0,0,0.129281986,916,160339.2645,2310371.39,#N/A,#N/A,
-1,0,0,0.1,VI 34.3,389,1,3844,VI 34.3,417,1,3993,0,-0.030186454,0,-0.016515931,,,,,0,0,0.000911222,1038,,,,,
-1,2,24,0.1,VI 48,259,1,2822,VI 26.7,520,1,4910,0,-0.30270358,0,-0.240524483,,,,,0,0,0.091629457,976,,,,,
-1,2,12,0.1,VI 48,281,1,2908,VI 26.7,573,1,5293,0,-0.309448302,0,-0.260107492,,,,,0,0,0.095758252,1143,,,,,
-1,2,18,0.1,VI 48,284,1,2999,VI 26.7,577,1,5280,0,-0.307857473,0,-0.245657457,,,,,0,0,0.094776224,1080,,,,,
-1,1,6,0.1,VI 40,372,1,3662,VI 30,465,1,4307,0,-0.096910013,0,-0.070456532,,,,,0,0,0.009391551,1014,,,,,
-1,0,18,0.1,VI 34.3,399,1,3987,VI 34.3,413,1,3989,0,-0.014977156,0,-0.000217801,,,,,0,0,0.000224315,1072,,,,,
-1,1,18,0.1,VI 40,313,1,3302,VI 30,455,1,4541,0,-0.162467059,0,-0.138374433,,,,,0,0,0.026395545,967,,,,,
-1,0,6,0.1,VI 34.3,372,1,3817,VI 34.3,397,1,3881,0,-0.028247567,0,-0.007221483,,,,,0,0,0.000797925,1086,,,,,
-1,1,12,0.1,VI 40,351,1,3801,VI 30,391,1,4173,0,-0.046869641,0,-0.040550515,,,,,0,0,0.002196763,1009,,,,,
-1,2,6,0.1,VI 48,273,1,2750,VI 26.7,596,1,5333,0,-0.339083613,0,-0.28763889,,,,,0,0,0.114977696,996,,,,,
-1,3,0,0.1,VI 60,216,1,2444,VI 24,583,1,5505,0,-0.431214804,0,-0.352656122,,,,,0,0,0.185946207,999,,,,,
-1,1,1,0.1,VI 40,330,1,3380,VI 30,477,1,4636,0,-0.160004439,0,-0.137226727,,,,,0,0,0.025601421,1002,,,,,
-1,0,25,0.1,VI 34.3,420,1,4323,VI 34.3,350,1,3701,0,0.079181246,0,0.06746615,,,,,0,0,0.00626967,946,,,,,
-1,1,25,0.1,VI 40,298,1,3087,VI 30,523,1,4834,0,-0.244285425,0,-0.194770017,,,,,0,0,0.059675369,1075,,,,,
-1,2,13,0.1,VI 48,279,1,3020,VI 26.7,498,1,4938,0,-0.251625139,0,-0.213544143,,,,,0,0,0.063315211,1128,,,,,
-1,0,1,0.1,VI 34.3,384,1,3878,VI 34.3,422,1,4174,0,-0.040981227,0,-0.03194464,,,,,0,0,0.001679461,995,,,,,
-1,2,25,0.1,VI 48,283,1,2838,VI 26.7,612,1,5489,0,-0.334964987,0,-0.28648084,,,,,0,0,0.112201542,1088,,,,,
-1,1,7,0.1,VI 40,301,1,3144,VI 30,490,1,4785,0,-0.211629584,0,-0.182399405,,,,,0,0,0.044787081,1081,,,,,
-1,0,19,0.1,VI 34.3,372,1,3767,VI 34.3,424,1,4196,0,-0.056822917,0,-0.046839859,,,,,0,0,0.003228844,901,,,,,
-1,0,13,0.1,VI 34.3,406,1,3882,VI 34.3,386,1,3754,0,0.021938729,0,0.014561263,,,,,0,0,0.000481308,970,,,,,
-1,2,1,0.1,VI 48,271,1,2918,VI 26.7,526,1,5055,0,-0.288016453,0,-0.238635872,,,,,0,0,0.082953477,984,,,,,
-1,2,19,0.1,VI 48,236,1,2513,VI 26.7,582,1,5432,0,-0.392010982,0,-0.334767273,,,,,0,0,0.15367261,1058,,,,,
-1,1,19,0.1,VI 40,328,1,3289,VI 30,502,1,4774,0,-0.184829873,0,-0.161818541,,,,,0,0,0.034162082,1005,,,,,
