net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
1,0,8,0.14,VI 20,416,0.5333333333333333,859,VI 120,145,1.6,810,-0.2183904829992498,0.4577253283917678,-0.47712125471966244,0.025508144952592536,"=LINEST(P2:P251,M2:O251,TRUE,TRUE)",,,,0.227644691705265,-0.2183904829992498,0.2095124762513517,516,"=LINEST(X2:X251,U2:W251,TRUE,TRUE)",,,,=Z2^2 - 4 * Y2 * AA2
1,5,2,0.14,VI 45,261,0.5333333333333333,759,VI 95,159,1.6,973,-0.10269719297557169,0.2152433830178295,-0.47712125471966244,-0.10787106437287156,,,,,0.227644691705265,-0.10269719297557169,0.04632971393296005,563,,,,,
1,0,4,0.14,VI 20,435,0.5333333333333333,921,VI 120,132,1.6,803,-0.24710841005980413,0.5179153257487874,-0.47712125471966244,0.05954408491816795,,,,,0.227644691705265,-0.24710841005980413,0.26823628464547256,568,,,,,
1,2,4,0.14,VI 20,510,0.8,1223,VI 120,135,0.8,582,0.0,0.5772364076029303,0.0,0.322503472386397,,,,,0.0,0.0,0.3332018702623363,572,,,,,
1,2,0,0.14,VI 20,512,0.8,1291,VI 120,115,0.8,526,0.0,0.648572120622219,0.0,0.3899404981126813,,,,,0.0,0.0,0.4206457956484022,559,,,,,
1,0,0,0.14,VI 20,405,0.5333333333333333,925,VI 120,123,1.6,821,-0.24693406328626769,0.5175499117752705,-0.47712125471966244,0.05179857561959185,,,,,0.227644691705265,-0.24693406328626769,0.2678579111785903,555,,,,,
1,3,2,0.14,VI 20,531,1.0526315789473684,1541,VI 120,111,0.6451612903225806,488,0.14452493120237755,0.6797715422948116,0.21260809288144372,0.4993828167157087,,,,,0.0452022011586846,0.14452493120237755,0.4620893497138669,486,,,,,
1,4,0,0.14,VI 20,611,1.6,2094,VI 120,92,0.5333333333333333,348,0.3923145657453032,0.822253382896999,0.47712125471966244,0.7793974333962427,,,,,0.227644691705265,0.3923145657453032,0.6761006256855588,412,,,,,
1,4,8,0.14,VI 20,609,1.6,2089,VI 120,114,0.5333333333333333,349,0.3472070730664484,0.7277124412964028,0.47712125471966244,0.7771130130211287,,,,,0.227644691705265,0.3472070730664484,0.5295653972175705,358,,,,,
1,5,6,0.14,VI 45,248,0.5333333333333333,737,VI 95,151,1.6,969,-0.10280757522367222,0.2154747335330468,-0.47712125471966244,-0.11885628919171387,,,,,0.227644691705265,-0.10280757522367222,0.046429360791137526,580,,,,,
1,3,6,0.14,VI 20,514,1.0526315789473684,1449,VI 120,109,0.6451612903225806,494,0.14319933648824124,0.6735366210546521,0.21260809288144372,0.46734143654752763,,,,,0.0452022011586846,0.14319933648824124,0.45365157990171795,477,,,,,
1,2,8,0.14,VI 20,503,0.8,1280,VI 120,129,0.8,582,0.0,0.5909782747566784,0.0,0.34228698499797994,,,,,0.0,0.0,0.3492553212343801,506,,,,,
1,4,4,0.14,VI 20,621,1.6,2151,VI 120,101,0.5333333333333333,333,0.37633904010258773,0.7887702263939377,0.47712125471966244,0.8101961768811426,,,,,0.227644691705265,0.37633904010258773,0.6221584700455437,403,,,,,
