net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
-1,0,0,0.14,VI 20,638,0.533333333,4408,VI 120,149,1.6,2862,-0.301366202,0.63163441,-0.477121255,0.187571956,0.595560462,0.757074008,0.006412187,0.000848303,0.227644692,-0.301366202,0.398962028,992,-135.9169986,219.4614561,301.7549791,1130.548617,212217.855
-1,2,0,0.14,VI 20,787,0.8,6310,VI 120,126,0.8,1439,0,0.795604187,0,0.641968565,0.002438952,0.001495378,0.004704281,0.000806765,0,0,0.632986023,956,14.45798403,23.99726767,39.89215016,7.319048398,
-1,3,18,0.14,VI 20,783,1.052631579,6479,VI 120,112,0.64516129,1042,0.179556834,0.844543739,0.212608093,0.793640261,0.998000679,0.021706655,#N/A,#N/A,0.045202201,0.179556834,0.713254128,950,0.242126092,104.7341697,#N/A,#N/A,
-1,0,12,0.14,VI 20,559,0.533333333,3945,VI 120,150,1.6,2879,-0.272589177,0.571320549,-0.477121255,0.136805343,124126.8978,746,#N/A,#N/A,0.227644692,-0.272589177,0.32640717,1122,79.4442023,746,#N/A,#N/A,
-1,1,18,0.14,VI 20,682,0.64516129,5463,VI 120,123,1.052631579,1945,-0.158154751,0.743879263,-0.212608093,0.448511595,175.4579133,0.351499435,#N/A,#N/A,0.045202201,-0.158154751,0.553356358,929,2614329.065,8183057.735,#N/A,#N/A,
-1,1,6,0.14,VI 20,736,0.64516129,5774,VI 120,116,1.052631579,1820,-0.170600949,0.802419825,-0.212608093,0.501405392,,,,,0.045202201,-0.170600949,0.643877576,1007,,,,,
-1,4,12,0.14,VI 20,833,1.6,7071,VI 120,121,0.533333333,958,0.399760638,0.837859631,0.477121255,0.868115328,,,,,0.227644692,0.399760638,0.702008761,1256,,,,,
-1,2,24,0.14,VI 20,800,0.8,6327,VI 120,109,0.8,1434,0,0.865663489,0,0.644648683,,,,,0,0,0.749373276,1179,,,,,
-1,3,6,0.14,VI 20,805,1.052631579,6674,VI 120,114,0.64516129,1093,0.180481103,0.848891029,0.212608093,0.78576604,,,,,0.045202201,0.180481103,0.720615979,1012,,,,,
-1,0,24,0.14,VI 20,602,0.533333333,4379,VI 120,143,1.6,2792,-0.297847931,0.624260454,-0.477121255,0.195459531,,,,,0.227644692,-0.297847931,0.389701114,1026,,,,,
-1,2,12,0.14,VI 20,729,0.8,6200,VI 120,132,0.8,1640,0,0.742153597,0,0.577547841,,,,,0,0,0.550791962,1178,,,,,
-1,4,24,0.14,VI 20,810,1.6,6800,VI 120,120,0.533333333,884,0.395678457,0.829303773,0.477121255,0.886056648,,,,,0.227644692,0.395678457,0.687744748,1100,,,,,
-1,4,0,0.14,VI 20,821,1.6,6727,VI 120,106,0.533333333,873,0.424178588,0.889037292,0.477121255,0.886807184,,,,,0.227644692,0.424178588,0.790387306,1160,,,,,
-1,5,6,0.14,VI 45,245,0.533333333,2201,VI 95,193,1.6,3630,-0.049433949,0.103608775,-0.477121255,-0.217286582,,,,,0.227644692,-0.049433949,0.010734778,1158,,,,,
-1,5,18,0.14,VI 45,285,0.533333333,2469,VI 95,189,1.6,3590,-0.085110347,0.178383056,-0.477121255,-0.162573359,,,,,0.227644692,-0.085110347,0.031820515,1278,,,,,
-1,6,0,0.14,VI 45,307,0.64516129,3589,VI 95,189,1.052631579,3212,-0.044791544,0.210676571,-0.212608093,0.048197922,,,,,0.045202201,-0.044791544,0.044384618,1096,,,,,
-1,1,19,0.14,VI 20,654,0.64516129,5379,VI 120,140,1.052631579,2134,-0.142330427,0.669449713,-0.212608093,0.401507129,,,,,0.045202201,-0.142330427,0.448162918,949,,,,,
-1,0,13,0.14,VI 20,554,0.533333333,3909,VI 120,158,1.6,2964,-0.259960793,0.544852678,-0.477121255,0.120187471,,,,,0.227644692,-0.259960793,0.29686444,1006,,,,,
-1,3,19,0.14,VI 20,809,1.052631579,6697,VI 120,124,0.64516129,1148,0.173174997,0.814526836,0.212608093,0.765938411,,,,,0.045202201,0.173174997,0.663453967,1090,,,,,
-1,2,1,0.14,VI 20,739,0.8,6319,VI 120,126,0.8,1520,0,0.768273893,0,0.618804767,,,,,0,0,0.590244775,988,,,,,
-1,2,25,0.14,VI 20,739,0.8,6377,VI 120,111,0.8,1413,0,0.82332146,0,0.654474255,,,,,0,0,0.677858226,1006,,,,,
