net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
3,10,0,0.1,VI 70,155,0.533333333,653,VI 70,219,1.6,2911,0.071621825,-0.150112417,-0.477121255,-0.649129024,0.881446634,1.079711514,0.212881277,0.024381287,0.227644692,0.071621825,0.022533738,548,-266.0432844,-25.99169957,-109.0733658,574.1327793,-115397.3774
3,5,0,0.1,VI 45,222,0.533333333,1171,VI 95,178,1.6,2214,-0.04577166,0.095932972,-0.477121255,-0.276620721,0.060797618,0.027861669,0.08612725,0.02009127,0.227644692,-0.04577166,0.009203135,615,22.25224354,56.32605535,114.7861169,20.2064849,
3,11,0,0.1,VI 70,175,0.64516129,1066,VI 70,214,1.052631579,2253,0.018576786,-0.087375725,-0.212608093,-0.325003987,0.990170742,0.097476065,#N/A,#N/A,0.045202201,0.018576786,0.007634517,634,0.903059007,54.63682348,#N/A,#N/A,
3,14,0,0.1,VI 70,225,1.6,2824,VI 70,149,0.533333333,784,0.085402915,0.17899625,0.477121255,0.55654863,705.1595763,21,#N/A,#N/A,0.227644692,0.085402915,0.032039657,534,65.20887438,21,#N/A,#N/A,
3,7,0,0.1,VI 45,313,0.8,2091,VI 95,122,0.8,1052,0,0.409184507,0,0.298338293,20.10039737,0.199533249,#N/A,#N/A,0,0,0.167431961,596,583981.1679,62688.83207,#N/A,#N/A,
3,6,0,0.1,VI 45,280,0.64516129,1888,VI 95,146,1.052631579,1455,-0.060126669,0.282805176,-0.212608093,0.113138997,,,,,0.045202201,-0.060126669,0.079978767,575,,,,,
3,12,0,0.1,VI 70,236,0.8,2023,VI 70,188,0.8,1231,0,0.098754154,0,0.21573783,,,,,0,0,0.009752383,614,,,,,
3,13,0,0.1,VI 70,249,1.052631579,2524,VI 70,168,0.64516129,894,0.036332611,0.170890065,0.212608093,0.450751832,,,,,0.045202201,0.036332611,0.029203414,611,,,,,
3,8,0,0.1,VI 45,368,1.052631579,3477,VI 95,115,0.64516129,489,0.107398974,0.505149978,0.212608093,0.851895832,,,,,0.045202201,0.107398974,0.255176501,448,,,,,
3,9,0,0.1,VI 45,395,1.6,4571,VI 95,90,0.533333333,365,0.306481026,0.642354586,0.477121255,1.097718357,,,,,0.227644692,0.306481026,0.412619414,352,,,,,
3,15,0,0.1,VI 95,108,0.533333333,528,VI 45,372,1.6,4047,0.256270979,-0.537119184,-0.477121255,-0.884499282,,,,,0.227644692,0.256270979,0.288497018,404,,,,,
3,1,0,0.1,VI 20,617,0.64516129,3289,VI 120,100,1.052631579,805,-0.168021022,0.790285164,-0.212608093,0.611267993,,,,,0.045202201,-0.168021022,0.62455064,326,,,,,
3,0,0,0.1,VI 20,633,0.533333333,2843,VI 120,98,1.6,992,-0.386552969,0.810177634,-0.477121255,0.457265188,,,,,0.227644692,-0.386552969,0.656387799,422,,,,,
3,3,0,0.1,VI 20,755,1.052631579,5372,VI 120,52,0.64516129,177,0.247038615,1.161943608,0.212608093,1.482162738,,,,,0.045202201,0.247038615,1.350112948,204,,,,,
3,4,0,0.1,VI 20,835,1.6,7123,VI 120,38,0.533333333,63,0.640250385,1.341902879,0.477121255,2.053322395,,,,,0.227644692,0.640250385,1.800703336,114,,,,,
3,2,0,0.1,VI 20,796,0.8,4918,VI 120,57,0.8,182,0,1.145038212,0,1.431717136,,,,,0,0,1.311112507,192,,,,,
3,19,0,0.1,VI 95,179,1.6,2591,VI 45,219,0.533333333,820,-0.041791568,-0.087591084,0.477121255,0.499653561,,,,,0.227644692,-0.041791568,0.007672198,581,,,,,
3,18,0,0.1,VI 95,142,1.052631579,1242,VI 45,308,0.64516129,2080,-0.071492102,-0.336262372,0.212608093,-0.223941739,,,,,0.045202201,-0.071492102,0.113072383,551,,,,,
3,17,0,0.1,VI 95,121,0.8,777,VI 45,356,0.8,2715,0,-0.468664628,0,-0.543348815,,,,,0,0,0.219646533,453,,,,,
3,16,0,0.1,VI 95,111,0.64516129,528,VI 45,373,1.052631579,3487,0.111913892,-0.526385853,-0.212608093,-0.819818025,,,,,0.045202201,0.111913892,0.277082066,431,,,,,
3,23,0,0.1,VI 120,91,1.052631579,682,VI 20,645,0.64516129,3449,-0.180827078,-0.850518322,0.212608093,-0.70390882,,,,,0.045202201,-0.180827078,0.723381417,362,,,,,
3,24,0,0.1,VI 120,117,1.6,1275,VI 20,582,0.533333333,2624,-0.33242809,-0.696737123,0.477121255,-0.313453646,,,,,0.227644692,-0.33242809,0.485442618,400,,,,,
3,22,0,0.1,VI 120,66,0.8,291,VI 20,748,0.8,4452,0,-1.054357662,0,-1.184662167,,,,,0,0,1.11167008,248,,,,,
3,20,0,0.1,VI 120,61,0.533333333,303,VI 20,799,1.6,6512,0.53304795,-1.117216944,-0.477121255,-1.332271763,,,,,0.227644692,0.53304795,1.248173701,170,,,,,
3,21,0,0.1,VI 120,41,0.64516129,176,VI 20,855,1.052631579,5824,0.280468824,-1.319182258,-0.212608093,-1.519708698,,,,,0.045202201,0.280468824,1.74024183,180,,,,,
