net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
3,5,6,0.1,VI 45,231,0.533333333,1000,VI 95,185,1.6,2480,-0.046013694,0.096440251,-0.477121255,-0.394451681,0.939152091,1.066305965,0.054573049,-0.008570092,0.227644692,-0.046013694,0.009300722,530,-255.2457086,-31.57416549,-119.3612487,566.5728464,-120868.8581
3,5,2,0.1,VI 45,217,0.533333333,856,VI 95,189,1.6,2601,-0.028626287,0.05999793,-0.477121255,-0.482666588,0.018359509,0.008420221,0.024976307,0.006058572,0.227644692,-0.028626287,0.003599752,613,6.521581114,16.64513994,33.74209169,5.791750192,
3,6,0,0.1,VI 45,278,0.64516129,1631,VI 95,163,1.052631579,1661,-0.049294715,0.231857192,-0.212608093,-0.007915671,0.989448619,0.093118536,#N/A,#N/A,0.045202201,-0.049294715,0.053757757,580,0.904364254,50.85248484,#N/A,#N/A,
3,0,0,0.1,VI 20,551,0.533333333,2285,VI 120,90,1.6,1264,-0.375451052,0.786909089,-0.477121255,0.25713913,7689.494219,246,#N/A,#N/A,0.227644692,-0.375451052,0.619225915,506,775.4199864,246,#N/A,#N/A,
3,0,4,0.1,VI 20,558,0.533333333,2329,VI 120,111,1.6,1555,-0.334610489,0.70131122,-0.477121255,0.175439095,200.0282393,2.133081208,#N/A,#N/A,0.227644692,-0.334610489,0.491837428,398,6015650.597,636149.9028,#N/A,#N/A,
3,0,8,0.1,VI 20,583,0.533333333,2692,VI 120,103,1.6,1206,-0.359191829,0.75283133,-0.477121255,0.348727748,,,,,0.227644692,-0.359191829,0.566755012,419,,,,,
3,2,4,0.1,VI 20,710,0.8,4165,VI 120,75,0.8,398,0,0.976197085,0,1.019731934,,,,,0,0,0.952960749,279,,,,,
3,1,2,0.1,VI 20,704,0.64516129,3846,VI 120,83,1.052631579,578,-0.197405459,0.928494567,-0.212608093,0.823081441,,,,,0.045202201,-0.197405459,0.862102161,318,,,,,
3,2,0,0.1,VI 20,781,0.8,4639,VI 120,64,0.8,232,0,1.08647106,0,1.300936388,,,,,0,0,1.180419364,224,,,,,
3,4,4,0.1,VI 20,778,1.6,6631,VI 120,40,0.533333333,159,0.614970939,1.288919606,0.477121255,1.620181904,,,,,0.227644692,0.614970939,1.66131375,144,,,,,
