net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
3,13,0,0.1,VI 70,180,1.052631579,1760,VI 70,138,0.64516129,968,0.024533575,0.115393419,0.212608093,0.259637311,0.849122467,0.838099141,0.088428268,-0.007151167,0.045202201,0.024533575,0.013315641,389,-163.4474871,-86.20333808,-82.84604922,385.5007098,-46732.89875
3,12,0,0.1,VI 70,163,0.8,1494,VI 70,156,0.8,1195,0,0.019063006,0,0.096982692,0.047108531,0.026052705,0.079106641,0.015555723,0,0,0.000363398,395,19.21146801,42.92052101,69.47169258,11.90126626,
3,5,0,0.1,VI 45,185,0.533333333,839,VI 95,147,1.6,1830,-0.047642654,0.099854394,-0.477121255,-0.338689129,0.988670708,0.074689449,#N/A,#N/A,0.227644692,-0.047642654,0.0099709,416,0.871805836,32.59719697,#N/A,#N/A,
3,10,0,0.1,VI 70,129,0.533333333,783,VI 70,194,1.6,2404,0.084551621,-0.17721202,-0.477121255,-0.487172701,610.8673892,21,#N/A,#N/A,0.227644692,0.084551621,0.0314041,313,47.60466989,21,#N/A,#N/A,
3,11,0,0.1,VI 70,166,0.64516129,1003,VI 70,175,1.052631579,1921,0.004875095,-0.022929961,-0.212608093,-0.282226432,10.22319658,0.117148791,#N/A,#N/A,0.045202201,0.004875095,0.000525783,405,151750.9177,22314.12226,#N/A,#N/A,
3,14,0,0.1,VI 70,209,1.6,2551,VI 70,134,0.533333333,760,0.092104197,0.193041488,0.477121255,0.525896866,,,,,0.227644692,0.092104197,0.037265016,339,,,,,
3,6,0,0.1,VI 45,190,0.64516129,910,VI 95,161,1.052631579,1702,-0.015292416,0.071927725,-0.212608093,-0.271918163,,,,,0.045202201,-0.015292416,0.005173598,396,,,,,
3,8,0,0.1,VI 45,274,1.052631579,2610,VI 95,103,0.64516129,629,0.090340014,0.424913338,0.212608093,0.617989862,,,,,0.045202201,0.090340014,0.180551345,344,,,,,
3,7,0,0.1,VI 45,269,0.8,1970,VI 95,111,0.8,844,0,0.384429301,0,0.36812378,,,,,0,0,0.147785888,345,,,,,
3,9,0,0.1,VI 45,294,1.6,3009,VI 95,102,0.533333333,696,0.219355141,0.459747159,0.477121255,0.635812948,,,,,0.227644692,0.219355141,0.21136745,300,,,,,
3,15,0,0.1,VI 95,93,0.533333333,558,VI 45,301,1.6,3442,0.243371702,-0.510083547,-0.477121255,-0.790176667,,,,,0.227644692,0.243371702,0.260185225,300,,,,,
3,0,0,0.1,VI 20,335,0.533333333,1388,VI 120,121,1.6,1675,-0.211011377,0.442259437,-0.477121255,-0.081625345,,,,,0.227644692,-0.211011377,0.195593409,346,,,,,
3,1,0,0.1,VI 20,463,0.64516129,2384,VI 120,91,1.052631579,904,-0.150216037,0.706539599,-0.212608093,0.421137821,,,,,0.045202201,-0.150216037,0.499198205,322,,,,,
3,2,0,0.1,VI 20,570,0.8,3198,VI 120,67,0.8,561,0,0.929800053,0,0.755915598,,,,,0,0,0.864528139,232,,,,,
3,3,0,0.1,VI 20,624,1.052631579,4207,VI 120,55,0.64516129,393,0.224263673,1.0548219,0.212608093,1.029579962,,,,,0.045202201,0.224263673,1.112649241,195,,,,,
3,4,0,0.1,VI 20,695,1.6,5829,VI 120,54,0.533333333,209,0.529409472,1.109591045,0.477121255,1.445447769,,,,,0.227644692,0.529409472,1.231192287,158,,,,,
3,16,0,0.1,VI 95,101,0.64516129,731,VI 45,263,1.052631579,2249,0.088367232,-0.415634375,-0.212608093,-0.488072078,,,,,0.045202201,0.088367232,0.172751933,304,,,,,
3,18,0,0.1,VI 95,132,1.052631579,1342,VI 45,222,0.64516129,1502,-0.048002452,-0.225779043,0.212608093,-0.048917417,,,,,0.045202201,-0.048002452,0.050976176,475,,,,,
3,17,0,0.1,VI 95,137,0.8,1263,VI 45,215,0.8,1707,0,-0.195717893,0,-0.130830171,,,,,0,0,0.038305494,334,,,,,
3,19,0,0.1,VI 95,168,1.6,2419,VI 45,192,0.533333333,801,-0.027669191,-0.057991947,0.477121255,0.480003352,,,,,0.227644692,-0.027669191,0.003363066,349,,,,,
3,23,0,0.1,VI 120,81,1.052631579,811,VI 20,462,0.64516129,2334,-0.160765088,-0.756156957,0.212608093,-0.459079997,,,,,0.045202201,-0.160765088,0.571773343,288,,,,,
3,24,0,0.1,VI 120,104,1.6,1260,VI 20,439,0.533333333,1915,-0.29840651,-0.625431181,0.477121255,-0.181798233,,,,,0.227644692,-0.29840651,0.391164162,327,,,,,
3,22,0,0.1,VI 120,74,0.8,618,VI 20,523,0.8,3082,0,-0.849269969,0,-0.697844159,,,,,0,0,0.72125948,266,,,,,
3,21,0,0.1,VI 120,58,0.64516129,344,VI 20,591,1.052631579,4283,0.214342866,-1.008159487,-0.212608093,-1.095189632,,,,,0.045202201,0.214342866,1.016385552,166,,,,,
3,20,0,0.1,VI 120,51,0.533333333,283,VI 20,617,1.6,5266,0.516586334,-1.082714988,-0.477121255,-1.269694419,,,,,0.227644692,0.516586334,1.172271745,128,,,,,
