net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
-1,2,24,0.12,VI 20,801,0.8,6536,VI 120,124,0.8,1486,0.0,0.8102108309220026,0.0,0.6432932340998025,"=LINEST(P2:P751,M2:O751,TRUE,TRUE)",,,,0.0,0.0,0.656441590543322,1058,"=LINEST(X2:X751,U2:W751,TRUE,TRUE)",,,,=Z2^2 - 4 * Y2 * AA2
-1,0,24,0.12,VI 20,526,0.5333333333333333,3782,VI 120,156,1.6,3013,-0.25185377220150995,0.5278611457992775,-0.47712125471966244,0.09872239283566378,,,,,0.227644691705265,-0.25185377220150995,0.278637389244526,914,,,,,
-1,1,18,0.12,VI 20,716,0.6451612903225806,5710,VI 120,130,1.0526315789473684,2130,-0.1575361484219093,0.7409696700010188,-0.21260809288144372,0.4282565048071103,,,,,0.0452022011586846,-0.1575361484219093,0.5490360518614187,1207,,,,,
-1,3,6,0.12,VI 20,764,1.0526315789473684,6541,VI 120,144,0.6451612903225806,1287,0.15408364737472263,0.7247308664804403,0.21260809288144372,0.7060656022275786,,,,,0.0452022011586846,0.15408364737472263,0.5252348288294898,1113,,,,,
-1,1,6,0.12,VI 20,727,0.6451612903225806,5754,VI 120,127,1.0526315789473684,1955,-0.16109967689803464,0.7577306899030809,-0.21260809288144372,0.46882309582242165,,,,,0.0452022011586846,-0.16109967689803464,0.574155798420999,956,,,,,
-1,4,12,0.12,VI 20,827,1.6,6797,VI 120,120,0.5333333333333333,866,0.3999823244654052,0.8383242635049218,0.47712125471966244,0.894799377904915,,,,,0.227644691705265,0.3999823244654052,0.7027875707810697,1099,,,,,
-1,5,6,0.12,VI 45,254,0.5333333333333333,2106,VI 95,230,1.6,3917,-0.020566731838786902,0.04310588060234521,-0.47712125471966244,-0.26949520469839816,,,,,0.227644691705265,-0.020566731838786902,0.0018581169425036408,1268,,,,,
-1,4,24,0.12,VI 20,846,1.6,6877,VI 120,126,0.5333333333333333,938,0.39457919077961967,0.8269998179214606,0.47712125471966244,0.8651961859629581,,,,,0.227644691705265,0.39457919077961967,0.683928698842129,1212,,,,,
-1,0,0,0.12,VI 20,516,0.5333333333333333,3779,VI 120,144,1.6,2764,-0.26446220888695005,0.5542872095319618,-0.47712125471966244,0.13583885321485373,,,,,0.227644691705265,-0.26446220888695005,0.30723431065072887,926,,,,,
-1,2,0,0.12,VI 20,759,0.8,6260,VI 120,127,0.8,1519,0.0,0.7764380549395234,0.0,0.6150165593476434,,,,,0.0,0.0,0.6028560531582704,1089,,,,,
-1,4,0,0.12,VI 20,845,1.6,7023,VI 120,119,0.5333333333333333,935,0.40617797490955204,0.8513097475571616,0.47712125471966244,0.875711057543769,,,,,0.227644691705265,0.40617797490955204,0.7247282862858382,1216,,,,,
-1,2,12,0.12,VI 20,776,0.8,6466,VI 120,105,0.8,1410,0.0,0.8686724221882504,0.0,0.6614165876201573,,,,,0.0,0.0,0.7545917770704019,1108,,,,,
-1,3,18,0.12,VI 20,807,1.0526315789473684,6662,VI 120,100,0.6451612903225806,1069,0.19280865270191314,0.9068735347220704,0.21260809288144372,0.79462692314638,,,,,0.0452022011586846,0.19280865270191314,0.8224196079793022,1168,,,,,
-1,0,12,0.12,VI 20,574,0.5333333333333333,4328,VI 120,137,1.6,2784,-0.29686070577494594,0.6221913252415668,-0.47712125471966244,0.1916180211599885,,,,,0.227644691705265,-0.29686070577494594,0.3871220452058572,1038,,,,,
-1,6,0,0.12,VI 45,294,0.6451612903225806,3287,VI 95,189,1.0526315789473684,3055,-0.040796415785207554,0.19188552623891317,-0.21260809288144372,0.03178848950305133,,,,,0.0452022011586846,-0.040796415785207554,0.036820055179984636,1023,,,,,
