net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
1,11,0,0.14,VI 70,181,0.64516129,734,VI 70,212,1.052631579,981,0.014597095,-0.068657286,-0.212608093,-0.125972947,0.499046839,0.599124822,-0.054093544,-0.000848675,0.045202201,0.014597095,0.004713823,649,-185.4275841,-158.8412023,-220.7771156,612.9600271,-138522.1411
1,4,0,0.14,VI 20,572,1.6,1951,VI 120,96,0.533333333,354,0.369828515,0.775124796,0.477121255,0.741254007,0.022492483,0.016331082,0.049406022,0.007425216,0.227644692,0.369828515,0.600818449,383,30.17903616,41.56295749,58.99459614,10.59406905,
1,9,0,0.14,VI 45,316,1.6,1363,VI 95,145,0.533333333,535,0.161419224,0.33831908,0.477121255,0.406142074,0.989994805,0.036822443,#N/A,#N/A,0.227644692,0.161419224,0.1144598,488,0.82116152,28.84487445,#N/A,#N/A,
1,2,0,0.14,VI 20,520,0.8,1293,VI 120,115,0.8,522,0,0.655305503,0,0.393928022,692.6365394,21,#N/A,#N/A,0,0,0.429425303,533,32.14146441,21,#N/A,#N/A,
1,13,0,0.14,VI 70,212,1.052631579,942,VI 70,190,0.64516129,744,0.010116374,0.04758226,0.212608093,0.102477967,2.817421696,0.028473739,#N/A,#N/A,0.045202201,0.010116374,0.002264071,585,80227.67758,17472.56242,#N/A,#N/A,
1,8,0,0.14,VI 45,318,1.052631579,1219,VI 95,134,0.64516129,622,0.079796563,0.375322322,0.212608093,0.292213321,,,,,0.045202201,0.079796563,0.140866845,585,,,,,
1,6,0,0.14,VI 45,282,0.64516129,893,VI 95,160,1.052631579,845,-0.052329044,0.246129126,-0.212608093,0.02399475,,,,,0.045202201,-0.052329044,0.060579546,573,,,,,
1,15,0,0.14,VI 95,155,0.533333333,563,VI 45,304,1.6,1341,0.139577951,-0.292541885,-0.477121255,-0.376920383,,,,,0.227644692,0.139577951,0.085580755,532,,,,,
1,14,0,0.14,VI 70,220,1.6,1134,VI 70,206,0.533333333,677,0.013624417,0.02855546,0.477121255,0.224024386,,,,,0.227644692,0.013624417,0.000815414,594,,,,,
1,12,0,0.14,VI 70,204,0.8,831,VI 70,215,0.8,832,0,-0.022808292,0,-0.000522303,,,,,0,0,0.000520218,620,,,,,
1,0,0,0.14,VI 20,477,0.533333333,1007,VI 120,118,1.6,757,-0.289439107,0.606636372,-0.477121255,0.123933591,,,,,0.227644692,-0.289439107,0.368007688,540,,,,,
1,10,0,0.14,VI 70,190,0.533333333,709,VI 70,193,1.6,1045,0.003246194,-0.006803708,-0.477121255,-0.168470055,,,,,0.227644692,0.003246194,4.63E-05,587,,,,,
1,1,0,0.14,VI 20,475,0.64516129,1112,VI 120,126,1.052631579,680,-0.122530948,0.576323065,-0.212608093,0.213595875,,,,,0.045202201,-0.122530948,0.332148275,605,,,,,
1,3,0,0.14,VI 20,559,1.052631579,1612,VI 120,109,0.64516129,463,0.150948623,0.70998531,0.212608093,0.541784046,,,,,0.045202201,0.150948623,0.50407914,487,,,,,
1,7,0,0.14,VI 45,287,0.8,941,VI 95,153,0.8,714,0,0.273190466,0,0.119891412,,,,,0,0,0.074633031,541,,,,,
1,5,0,0.14,VI 45,253,0.533333333,740,VI 95,155,1.6,976,-0.10152607,0.212788823,-0.477121255,-0.120218098,,,,,0.227644692,-0.10152607,0.045279083,532,,,,,
1,17,0,0.14,VI 95,146,0.8,697,VI 45,285,0.8,978,0,-0.290492004,0,-0.147106077,,,,,0,0,0.084385605,557,,,,,
1,16,0,0.14,VI 95,149,0.64516129,612,VI 45,310,1.052631579,1133,0.06764667,-0.318175425,-0.212608093,-0.267478488,,,,,0.045202201,0.06764667,0.101235601,586,,,,,
1,18,0,0.14,VI 95,171,1.052631579,838,VI 45,245,0.64516129,822,-0.033203,-0.156169974,0.212608093,0.008372201,,,,,0.045202201,-0.033203,0.024389061,616,,,,,
1,19,0,0.14,VI 95,157,1.6,1009,VI 45,244,0.533333333,769,-0.091364032,-0.191490174,0.477121255,0.117964826,,,,,0.227644692,-0.091364032,0.036668487,586,,,,,
1,23,0,0.14,VI 120,125,1.052631579,670,VI 20,483,0.64516129,1121,-0.124808842,-0.587037118,0.212608093,-0.22353081,,,,,0.045202201,-0.124808842,0.344612578,585,,,,,
1,21,0,0.14,VI 120,110,0.64516129,439,VI 20,565,1.052631579,1626,0.151091166,-0.710655763,-0.212608093,-0.568656021,,,,,0.045202201,0.151091166,0.505031613,474,,,,,
1,22,0,0.14,VI 120,106,0.8,514,VI 20,521,0.8,1301,0,-0.691531858,0,-0.403314178,,,,,0,0,0.478216311,526,,,,,
1,20,0,0.14,VI 120,103,0.533333333,350,VI 20,595,1.6,2135,0.363413594,-0.761679741,-0.477121255,-0.785329835,,,,,0.227644692,0.363413594,0.580156028,403,,,,,
1,24,0,0.14,VI 120,134,1.6,828,VI 20,426,0.533333333,871,-0.239660297,-0.502304801,0.477121255,-0.021987818,,,,,0.227644692,-0.239660297,0.252310113,521,,,,,
